,dc_creator,dc_title,dc:publisher,dc_source,dc_identifier
16658,"Schnyder, Albert",Ein Tag im Berufsleben von ... : Albert Schnyder: Leiter Bereich Internationale Zusammenarbeit von Caritas Schweiz,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde = Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '201211-X', '1420-4185', '103', '2013', '[1]', None, '7']","['https://www.e-periodica.ch/digbib/view?pid=sgv-003:2013:103::86', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-003:2013:103::86', 'doi:10.5169/seals-1003813']"
16659,"['Oberlé, Hélène', 'Andris, Silke']","Interview mit Hélène Oberlé, MA Kulturanthropologie der Universität Basel",Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde = Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '201211-X', '1420-4185', '103', '2013', '[1]', None, '11']","['https://www.e-periodica.ch/digbib/view?pid=sgv-003:2013:103::87', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-003:2013:103::87', 'doi:10.5169/seals-1003814']"
16660,"Scheidegger, Tobias","Schweizer Volkskunde vor 100 Jahren : der Karnevalsprinz, der Gletschergärtner und der General : Notate zur Mitgliederstruktur der SGV im Jahre 1912",Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde = Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '201211-X', '1420-4185', '103', '2013', '[1]', None, '14']","['https://www.e-periodica.ch/digbib/view?pid=sgv-003:2013:103::88', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-003:2013:103::88', 'doi:10.5169/seals-1003815']"
16661,"Scheidegger, Tobias",Professionelle Amateure : ausseruniversitäre Naturforschung in der Schweiz um 1900,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde = Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '201211-X', '1420-4185', '103', '2013', '[2]', None, '22']","['https://www.e-periodica.ch/digbib/view?pid=sgv-003:2013:103::91', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-003:2013:103::91', 'doi:10.5169/seals-1003816']"
16662,"Egloff, Rainer",Laien und Experten in der Volkskunde Hoffmann-Krayers und heute,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde = Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '201211-X', '1420-4185', '103', '2013', '[2]', None, '26']","['https://www.e-periodica.ch/digbib/view?pid=sgv-003:2013:103::92', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-003:2013:103::92', 'doi:10.5169/seals-1003817']"
16663,"Kuhn, Konrad",Laien und Wissenschaftler im Fach Volkskunde : ein wissensgeschichtlicher Blick auf einen unsicheren Grenzverlauf,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde = Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '201211-X', '1420-4185', '103', '2013', '[2]', None, '29']","['https://www.e-periodica.ch/digbib/view?pid=sgv-003:2013:103::93', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-003:2013:103::93', 'doi:10.5169/seals-1003818']"
16664,"['Saladin, Barbara', 'Scheidegger, Tobias']","Interview mit Barbara Saladin, Journalistin und Autorin",Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde = Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '201211-X', '1420-4185', '103', '2013', '[2]', None, '35']","['https://www.e-periodica.ch/digbib/view?pid=sgv-003:2013:103::94', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-003:2013:103::94', 'doi:10.5169/seals-1003819']"
16665,"['Inauen, Roland', 'Inauen, Theres', 'Eggmann, Sabine']","Interview mit Roland Inauen, Volkskundler und Stillstehender Landammann von Appenzell Innerrhoden",Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde = Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '201211-X', '1420-4185', '103', '2013', '[2]', None, '37']","['https://www.e-periodica.ch/digbib/view?pid=sgv-003:2013:103::95', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-003:2013:103::95', 'doi:10.5169/seals-1003820']"
16666,"Müske, Johannes","Schweizer Volkskunde vor 100 Jahren : auf der Suche nach kuriosen Kuren: ""Kellerasseln in der Volksmedizin""",Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde = Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '201211-X', '1420-4185', '103', '2013', '[2]', None, '40']","['https://www.e-periodica.ch/digbib/view?pid=sgv-003:2013:103::96', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-003:2013:103::96', 'doi:10.5169/seals-1003821']"
16667,"Gulino, Lorena",Vom Niemandsland zum Mosaikboden : biografische Skizze einer Migrantin zweiter Generation in der Schweiz,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde = Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '201211-X', '1420-4185', '103', '2013', '[3]', None, '46']","['https://www.e-periodica.ch/digbib/view?pid=sgv-003:2013:103::99', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-003:2013:103::99', 'doi:10.5169/seals-1003822']"
